folder path,File name,Extension,Size (KB),Created Date
C:/Users/XXX/OneDrive/Apps\Clipchamp Classic,clipchampPreferences.json,.json,0,12/21/2025
C:/Users/XXX/OneDrive/Documents\Filemngmt\bin\Debug\net6.0-windows,Filemngmt.deps.json,.json,0.41,7/10/2022
C:/Users/XXX/OneDrive/Documents\Filemngmt\bin\Debug\net6.0-windows,Filemngmt.runtimeconfig.json,.json,0.26,7/10/2022
C:/Users/XXX/OneDrive/Documents\Filemngmt\obj,Filemngmt.vbproj.nuget.dgspec.json,.json,2.1,7/10/2022
C:/Users/XXX/OneDrive/Documents\Filemngmt\obj,project.assets.json,.json,2.03,7/10/2022
C:/Users/XXX/OneDrive/Documents\Filemngmt\obj\Debug\net6.0-windows,Filemngmt.designer.deps.json,.json,0.2,7/10/2022
C:/Users/XXX/OneDrive/Documents\Filemngmt\obj\Debug\net6.0-windows,Filemngmt.designer.runtimeconfig.json,.json,0.49,7/10/2022
C:/Users/XXX/OneDrive/Documents\My Tableau Repository\Datasources,datapackage.json,.json,1.6,5/25/2020
C:/Users/XXX/OneDrive/Documents\Python Scripts\.vs,PythonSettings.json,.json,0.06,7/24/2022
C:/Users/XXX/OneDrive/Documents\Python Scripts\.vs,VSWorkspaceState.json,.json,0.12,7/24/2022
C:/Users/XXX/OneDrive/Documents\Simpleform\.vs,VSWorkspaceState.json,.json,0.12,7/9/2022
C:/Users/XXX/OneDrive/Documents\Simpleform\bin\Debug\net6.0-windows,Simpleform.deps.json,.json,0.41,7/4/2022
C:/Users/XXX/OneDrive/Documents\Simpleform\bin\Debug\net6.0-windows,Simpleform.runtimeconfig.json,.json,0.26,7/4/2022
C:/Users/XXX/OneDrive/Documents\Simpleform\obj,project.assets.json,.json,2.04,7/4/2022
C:/Users/XXX/OneDrive/Documents\Simpleform\obj,Simpleform.vbproj.nuget.dgspec.json,.json,2.11,7/4/2022
C:/Users/XXX/OneDrive/Documents\Simpleform\obj\Debug\net6.0-windows,Simpleform.designer.deps.json,.json,0.2,7/4/2022
C:/Users/XXX/OneDrive/Documents\Simpleform\obj\Debug\net6.0-windows,Simpleform.designer.runtimeconfig.json,.json,0.49,7/4/2022
C:/Users/XXX/OneDrive/Documents\UDEMY_Python\.vs,VSWorkspaceState.json,.json,0.12,7/24/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio 2022\Code Snippets\.vs,VSWorkspaceState.json,.json,0.2,7/23/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app,package-lock.json,.json,1097.36,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app,package.json,.json,0.79,3/27/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules,.package-lock.json,.json,606.84,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@ampproject\remapping,package.json,.json,1.84,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@ampproject\remapping\dist,remapping.umd.js,.js,12.92,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\code-frame,package.json,.json,0.78,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\code-frame\lib,index.js,.js,4.6,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\compat-data,corejs2-built-ins.js,.js,0.06,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\compat-data,corejs3-shipped-proposals.js,.js,0.07,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\compat-data,native-modules.js,.js,0.05,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\compat-data,overlapping-plugins.js,.js,0.06,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\compat-data,package.json,.json,1.09,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\compat-data,plugin-bugfixes.js,.js,0.06,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\compat-data,plugins.js,.js,0.05,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\compat-data\data,corejs2-built-ins.json,.json,33.34,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\compat-data\data,corejs3-shipped-proposals.json,.json,0.09,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\compat-data\data,native-modules.json,.json,0.31,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\compat-data\data,overlapping-plugins.json,.json,0.63,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\compat-data\data,plugin-bugfixes.json,.json,3.11,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\compat-data\data,plugins.json,.json,9.12,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\core,package.json,.json,2.36,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\core\lib,index.js,.js,5.58,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\core\lib,parse.js,.js,1.06,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\core\lib,transform-ast.js,.js,1.23,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\core\lib,transform-file-browser.js,.js,0.68,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\core\lib,transform-file.js,.js,1.03,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\core\lib,transform.js,.js,1.03,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\core\lib\config,cache-contexts.js,.js,0,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\core\lib\config,caching.js,.js,7.16,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\core\lib\config,config-chain.js,.js,17.61,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\core\lib\config,config-descriptors.js,.js,6.6,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\core\lib\config,full.js,.js,10.6,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\core\lib\config,index.js,.js,2.41,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\core\lib\config,item.js,.js,1.76,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\core\lib\config,partial.js,.js,5.51,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\core\lib\config,pattern-to-regex.js,.js,1.12,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\core\lib\config,plugin.js,.js,0.92,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\core\lib\config,printer.js,.js,2.83,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\core\lib\config,resolve-targets-browser.js,.js,0.92,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\core\lib\config,resolve-targets.js,.js,1.4,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\core\lib\config,util.js,.js,0.87,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\core\lib\config\files,configuration.js,.js,9.77,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\core\lib\config\files,import-meta-resolve.js,.js,1.57,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\core\lib\config\files,import.js,.js,0.16,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\core\lib\config\files,index-browser.js,.js,1.51,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\core\lib\config\files,index.js,.js,1.83,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\core\lib\config\files,module-types.js,.js,2.76,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\core\lib\config\files,package.js,.js,1.47,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\core\lib\config\files,plugins.js,.js,7.69,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\core\lib\config\files,types.js,.js,0,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\core\lib\config\files,utils.js,.js,0.84,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\core\lib\config\helpers,config-api.js,.js,2.7,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\core\lib\config\helpers,deep-array.js,.js,0.44,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\core\lib\config\helpers,environment.js,.js,0.22,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\core\lib\config\validation,option-assertions.js,.js,9.75,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\core\lib\config\validation,options.js,.js,7.57,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\core\lib\config\validation,plugins.js,.js,1.94,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\core\lib\config\validation,removed.js,.js,2.32,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\core\lib\gensync-utils,async.js,.js,1.74,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\core\lib\gensync-utils,fs.js,.js,0.56,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\core\lib\parser,index.js,.js,2.21,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\core\lib\parser\util,missing-plugin-helper.js,.js,8.04,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\core\lib\tools,build-external-helpers.js,.js,4.23,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\core\lib\transformation,block-hoist-plugin.js,.js,1.76,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\core\lib\transformation,index.js,.js,3.36,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\core\lib\transformation,normalize-file.js,.js,3.71,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\core\lib\transformation,normalize-opts.js,.js,1.51,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\core\lib\transformation,plugin-pass.js,.js,1.01,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\core\lib\transformation\file,file.js,.js,5.73,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\core\lib\transformation\file,generate.js,.js,1.92,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\core\lib\transformation\file,merge-map.js,.js,0.8,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\core\lib\transformation\util,clone-deep-browser.js,.js,0.58,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\core\lib\transformation\util,clone-deep.js,.js,0.44,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\core\lib\vendor,import-meta-resolve.js,.js,87.82,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\core\node_modules\semver,package.json,.json,0.55,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\core\node_modules\semver,semver.js,.js,41.14,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\core\node_modules\semver\bin,semver.js,.js,4.61,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\eslint-parser,package.json,.json,1.12,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\eslint-parser\node_modules\eslint-scope,package.json,.json,1.28,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\eslint-parser\node_modules\eslint-scope\lib,definition.js,.js,2.8,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\eslint-parser\node_modules\eslint-scope\lib,index.js,.js,6.22,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\eslint-parser\node_modules\eslint-scope\lib,pattern-visitor.js,.js,4.81,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\eslint-parser\node_modules\eslint-scope\lib,reference.js,.js,4.66,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\eslint-parser\node_modules\eslint-scope\lib,referencer.js,.js,18.55,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\eslint-parser\node_modules\eslint-scope\lib,scope-manager.js,.js,7.28,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\eslint-parser\node_modules\eslint-scope\lib,scope.js,.js,21.13,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\eslint-parser\node_modules\eslint-scope\lib,variable.js,.js,3.07,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\eslint-parser\node_modules\eslint-visitor-keys,package.json,.json,1.19,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\eslint-parser\node_modules\eslint-visitor-keys\lib,index.js,.js,2.14,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\eslint-parser\node_modules\eslint-visitor-keys\lib,visitor-keys.json,.json,4.88,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\eslint-parser\node_modules\estraverse,estraverse.js,.js,25.57,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\eslint-parser\node_modules\estraverse,gulpfile.js,.js,2.72,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\eslint-parser\node_modules\estraverse,package.json,.json,0.99,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\eslint-parser\node_modules\semver,package.json,.json,0.55,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\eslint-parser\node_modules\semver,semver.js,.js,41.14,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\eslint-parser\node_modules\semver\bin,semver.js,.js,4.61,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\generator,package.json,.json,0.96,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\generator\lib,buffer.js,.js,6.15,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\generator\lib,index.js,.js,2.42,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\generator\lib,printer.js,.js,12.42,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\generator\lib,source-map.js,.js,2.03,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\generator\lib\generators,base.js,.js,2.24,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\generator\lib\generators,classes.js,.js,4.06,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\generator\lib\generators,expressions.js,.js,6.95,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\generator\lib\generators,flow.js,.js,16.08,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\generator\lib\generators,index.js,.js,3.72,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\generator\lib\generators,jsx.js,.js,2.9,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\generator\lib\generators,methods.js,.js,3.16,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\generator\lib\generators,modules.js,.js,5.31,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\generator\lib\generators,statements.js,.js,6.79,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\generator\lib\generators,template-literals.js,.js,0.84,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\generator\lib\generators,types.js,.js,6.18,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\generator\lib\generators,typescript.js,.js,15.8,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\generator\lib\node,index.js,.js,2.5,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\generator\lib\node,parentheses.js,.js,9.37,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\generator\lib\node,whitespace.js,.js,5.21,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\helper-annotate-as-pure,package.json,.json,0.62,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\helper-annotate-as-pure\lib,index.js,.js,0.53,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\helper-builder-binary-assignment-operator-visitor,package.json,.json,0.75,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\helper-builder-binary-assignment-operator-visitor\lib,index.js,.js,1,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\helper-compilation-targets,package.json,.json,0.96,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\helper-compilation-targets\lib,debug.js,.js,1.01,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\helper-compilation-targets\lib,filter-items.js,.js,2.34,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\helper-compilation-targets\lib,index.js,.js,7.02,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\helper-compilation-targets\lib,options.js,.js,0.38,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\helper-compilation-targets\lib,pretty.js,.js,0.93,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\helper-compilation-targets\lib,targets.js,.js,0.55,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\helper-compilation-targets\lib,types.js,.js,0,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\helper-compilation-targets\lib,utils.js,.js,1.85,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\helper-compilation-targets\node_modules\semver,package.json,.json,0.55,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\helper-compilation-targets\node_modules\semver,semver.js,.js,41.14,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\helper-compilation-targets\node_modules\semver\bin,semver.js,.js,4.61,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\helper-create-class-features-plugin,package.json,.json,1.21,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\helper-create-class-features-plugin\lib,decorators.js,.js,4.7,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\helper-create-class-features-plugin\lib,features.js,.js,6.14,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\helper-create-class-features-plugin\lib,fields.js,.js,26.79,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\helper-create-class-features-plugin\lib,index.js,.js,7.69,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\helper-create-class-features-plugin\lib,misc.js,.js,3.34,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\helper-create-class-features-plugin\lib,typescript.js,.js,0.63,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\helper-create-regexp-features-plugin,package.json,.json,0.8,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\helper-create-regexp-features-plugin\lib,features.js,.js,0.8,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\helper-create-regexp-features-plugin\lib,index.js,.js,2.82,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\helper-create-regexp-features-plugin\lib,util.js,.js,1.67,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\helper-define-polyfill-provider,package.json,.json,1.59,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\helper-define-polyfill-provider\lib,debug-utils.js,.js,0.72,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\helper-define-polyfill-provider\lib,define-provider.js,.js,0.18,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\helper-define-polyfill-provider\lib,imports-cache.js,.js,3.95,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\helper-define-polyfill-provider\lib,index.js,.js,10.87,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\helper-define-polyfill-provider\lib,meta-resolver.js,.js,1.36,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\helper-define-polyfill-provider\lib,normalize-options.js,.js,2.3,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\helper-define-polyfill-provider\lib,types.js,.js,1.2,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\helper-define-polyfill-provider\lib,utils.js,.js,5.21,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\helper-define-polyfill-provider\lib\browser,dependencies.js,.js,0.61,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\helper-define-polyfill-provider\lib\node,dependencies.js,.js,2.25,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\helper-define-polyfill-provider\lib\visitors,entry.js,.js,0.58,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\helper-define-polyfill-provider\lib\visitors,index.js,.js,0.35,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\helper-define-polyfill-provider\lib\visitors,usage.js,.js,2.53,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\@babel\helper-define-polyfill-provider\node_modules\semver,package.json,.json,0.55,3/22/2022
