folder path,File name,Extension,Size (KB),Created Date
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\detect-port-alt\node_modules\debug,package.json,.json,1.11,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\detect-port-alt\node_modules\debug\src,browser.js,.js,4.62,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\detect-port-alt\node_modules\debug\src,debug.js,.js,4.29,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\detect-port-alt\node_modules\debug\src,index.js,.js,0.26,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\detect-port-alt\node_modules\debug\src,inspector-log.js,.js,0.36,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\detect-port-alt\node_modules\debug\src,node.js,.js,5.87,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\detect-port-alt\node_modules\ms,index.js,.js,2.7,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\detect-port-alt\node_modules\ms,package.json,.json,0.69,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\detective,index.js,.js,2.63,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\detective,package.json,.json,0.7,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\detective\bench,detect.js,.js,0.2,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\detective\bin,detective.js,.js,0.29,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\detective\example,strings.js,.js,0.17,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\detective\example,strings_src.js,.js,0.06,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\detective\test,both.js,.js,0.82,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\detective\test,chained.js,.js,0.24,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\detective\test,complicated.js,.js,1.73,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\detective\test,es2019.js,.js,0.53,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\detective\test,es6-module.js,.js,0.28,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\detective\test,generators.js,.js,0.25,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\detective\test,isrequire.js,.js,0.66,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\detective\test,nested.js,.js,0.24,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\detective\test,noargs.js,.js,0.87,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\detective\test,parseopts.js,.js,2.22,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\detective\test,rest-spread.js,.js,0.29,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\detective\test,return.js,.js,0.21,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\detective\test,set-in-object-pattern.js,.js,0.32,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\detective\test,shebang.js,.js,0.25,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\detective\test,sparse-array.js,.js,0.31,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\detective\test,strings.js,.js,0.28,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\detective\test,word.js,.js,0.31,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\detective\test,yield.js,.js,0.24,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\detective\test\files,both.js,.js,0.08,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\detective\test\files,chained.js,.js,0.07,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\detective\test\files,es6-module.js,.js,0.08,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\detective\test\files,for-await.js,.js,0.1,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\detective\test\files,generators.js,.js,0.06,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\detective\test\files,isrequire.js,.js,0.32,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\detective\test\files,nested.js,.js,0.29,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\detective\test\files,optional-catch.js,.js,0.03,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\detective\test\files,rest-spread.js,.js,0.15,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\detective\test\files,set-in-object-pattern.js,.js,0.15,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\detective\test\files,shebang.js,.js,0.08,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\detective\test\files,sparse-array.js,.js,0.03,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\detective\test\files,strings.js,.js,0.28,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\detective\test\files,word.js,.js,0.25,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\detective\test\files,yield.js,.js,0.08,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\didyoumean,didYouMean-1.2.1.js,.js,9.31,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\didyoumean,didYouMean-1.2.1.min.js,.js,1.93,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\didyoumean,package.json,.json,0.63,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\diff-sequences,package.json,.json,0.93,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\diff-sequences\build,index.js,.js,26.74,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\diff-sequences\perf,index.js,.js,4.6,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\dir-glob,index.js,.js,2.25,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\dir-glob,package.json,.json,0.62,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\dlv,index.js,.js,0.2,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\dlv,package.json,.json,0.78,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\dlv\dist,dlv.es.js,.js,0.15,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\dlv\dist,dlv.js,.js,0.14,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\dlv\dist,dlv.umd.js,.js,0.49,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\dns-equal,index.js,.js,0.19,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\dns-equal,package.json,.json,0.81,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\dns-equal,test.js,.js,0.34,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\dns-packet,index.js,.js,17.42,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\dns-packet,opcodes.js,.js,1.27,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\dns-packet,package.json,.json,0.88,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\dns-packet,rcodes.js,.js,1.24,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\dns-packet,types.js,.js,2.52,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\dns-txt,index.js,.js,2.54,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\dns-txt,package.json,.json,0.94,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\dns-txt,test.js,.js,3.91,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\doctrine,package.json,.json,1.44,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\doctrine\lib,doctrine.js,.js,31.68,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\doctrine\lib,typed.js,.js,37.6,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\doctrine\lib,utility.js,.js,0.8,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\dom-accessibility-api,package.json,.json,3.2,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\dom-accessibility-api\dist,accessible-description.js,.js,2.24,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\dom-accessibility-api\dist,accessible-name-and-description.js,.js,18.7,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\dom-accessibility-api\dist,accessible-name.js,.js,0.9,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\dom-accessibility-api\dist,getRole.js,.js,5.72,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\dom-accessibility-api\dist,index.js,.js,1.09,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\dom-accessibility-api\dist,is-inaccessible.js,.js,2.7,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\dom-accessibility-api\dist,util.js,.js,4.75,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\dom-accessibility-api\dist\polyfills,array.from.js,.js,2.66,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\dom-accessibility-api\dist\polyfills,iterator.d.js,.js,0.05,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\dom-accessibility-api\dist\polyfills,SetLike.js,.js,2.39,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\dom-converter,package.json,.json,1.09,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\dom-converter\lib,domConverter.js,.js,0.83,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\dom-converter\lib,domToMarkup.js,.js,0.04,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\dom-converter\lib,objectToSaneObject.js,.js,1.57,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\dom-converter\lib,saneObjectToDom.js,.js,2.98,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\dom-serializer,package.json,.json,1.35,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\dom-serializer\lib,foreignNames.js,.js,3.69,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\dom-serializer\lib,index.js,.js,6.18,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\domelementtype,package.json,.json,1.15,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\domelementtype\lib,index.js,.js,1.93,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\domexception,index.js,.js,0.2,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\domexception,package.json,.json,0.91,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\domexception,webidl2js-wrapper.js,.js,0.59,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\domexception\lib,DOMException-impl.js,.js,0.57,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\domexception\lib,DOMException.js,.js,7.21,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\domexception\lib,legacy-error-codes.json,.json,0.64,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\domexception\lib,utils.js,.js,2.91,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\domexception\node_modules\webidl-conversions,package.json,.json,0.64,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\domexception\node_modules\webidl-conversions\lib,index.js,.js,9.67,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\domhandler,package.json,.json,1.46,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\domhandler\lib,index.js,.js,6.38,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\domhandler\lib,node.js,.js,14.44,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\domutils,package.json,.json,1.96,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\domutils\lib,feeds.js,.js,6.22,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\domutils\lib,helpers.js,.js,4.41,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\domutils\lib,index.js,.js,1.8,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\domutils\lib,legacy.js,.js,4.72,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\domutils\lib,manipulation.js,.js,3.25,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\domutils\lib,querying.js,.js,4.06,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\domutils\lib,stringify.js,.js,2.94,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\domutils\lib,traversal.js,.js,3.35,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\dot-case,package.json,.json,2.05,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\dot-case\dist,index.js,.js,0.39,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\dot-case\dist,index.spec.js,.js,0.82,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\dot-case\dist.es2015,index.js,.js,0.25,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\dot-case\dist.es2015,index.spec.js,.js,0.74,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\dotenv,config.js,.js,0.18,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\dotenv,package.json,.json,1.22,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\dotenv\lib,cli-options.js,.js,0.3,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\dotenv\lib,env-options.js,.js,0.41,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\dotenv\lib,main.js,.js,3.08,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\dotenv\types,tsconfig.json,.json,0.27,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\dotenv\types,tslint.json,.json,0.1,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\dotenv-expand,package.json,.json,0.51,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\dotenv-expand\lib,main.js,.js,1.3,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\duplexer,index.js,.js,1.84,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\duplexer,package.json,.json,0.89,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\duplexer\test,index.js,.js,0.51,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\ee-first,index.js,.js,1.64,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\ee-first,package.json,.json,0.84,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\ejs,ejs.js,.js,46.03,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\ejs,ejs.min.js,.js,22.08,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\ejs,jakefile.js,.js,2.24,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\ejs,package.json,.json,0.88,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\ejs\bin,cli.js,.js,4.59,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\ejs\lib,ejs.js,.js,26.05,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\ejs\lib,utils.js,.js,4.07,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\electron-to-chromium,chromium-versions.js,.js,0.63,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\electron-to-chromium,chromium-versions.json,.json,0.49,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\electron-to-chromium,full-chromium-versions.js,.js,31.56,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\electron-to-chromium,full-chromium-versions.json,.json,26.44,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\electron-to-chromium,full-versions.js,.js,45.71,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\electron-to-chromium,full-versions.json,.json,41.78,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\electron-to-chromium,index.js,.js,1.18,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\electron-to-chromium,package.json,.json,0.99,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\electron-to-chromium,versions.js,.js,1.25,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\electron-to-chromium,versions.json,.json,0.98,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\emittery,index.js,.js,9.29,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\emittery,package.json,.json,1.03,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\emoji-regex,index.js,.js,15.37,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\emoji-regex,package.json,.json,1.3,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\emoji-regex,RGI_Emoji.js,.js,12.67,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\emoji-regex,text.js,.js,14.13,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\emoji-regex\es2015,index.js,.js,17,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\emoji-regex\es2015,RGI_Emoji.js,.js,13.7,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\emoji-regex\es2015,text.js,.js,15.43,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\emojis-list,index.js,.js,45.2,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\emojis-list,package.json,.json,0.92,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\encodeurl,index.js,.js,1.55,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\encodeurl,package.json,.json,1.07,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\enhanced-resolve,package.json,.json,2.42,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\enhanced-resolve\lib,AliasFieldPlugin.js,.js,2.62,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\enhanced-resolve\lib,AliasPlugin.js,.js,3.31,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\enhanced-resolve\lib,AppendPlugin.js,.js,1.07,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\enhanced-resolve\lib,CachedInputFileSystem.js,.js,12.56,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\enhanced-resolve\lib,CloneBasenamePlugin.js,.js,0.98,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\enhanced-resolve\lib,ConditionalPlugin.js,.js,1.64,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\enhanced-resolve\lib,createInnerContext.js,.js,0.74,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\enhanced-resolve\lib,DescriptionFilePlugin.js,.js,2.53,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\enhanced-resolve\lib,DescriptionFileUtils.js,.js,4.15,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\enhanced-resolve\lib,DirectoryExistsPlugin.js,.js,1.66,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\enhanced-resolve\lib,ExportsFieldPlugin.js,.js,4.25,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\enhanced-resolve\lib,FileExistsPlugin.js,.js,1.53,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\enhanced-resolve\lib,forEachBail.js,.js,0.54,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\enhanced-resolve\lib,getInnerRequest.js,.js,0.8,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\enhanced-resolve\lib,getPaths.js,.js,0.95,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\enhanced-resolve\lib,ImportsFieldPlugin.js,.js,4.57,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\enhanced-resolve\lib,index.js,.js,3.34,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\enhanced-resolve\lib,JoinRequestPartPlugin.js,.js,1.6,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\enhanced-resolve\lib,JoinRequestPlugin.js,.js,1.02,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\enhanced-resolve\lib,LogInfoPlugin.js,.js,1.38,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\enhanced-resolve\lib,MainFieldPlugin.js,.js,2.05,3/22/2022
C:/Users/XXX/OneDrive/Documents\Visual Studio UDEMY\my-app\my-app\node_modules\enhanced-resolve\lib,ModulesInHierachicDirectoriesPlugin.js,.js,0.21,3/22/2022
